# axis_names.txt -- repo-owned supplement naming ROM descriptor axes
# ==================================================================
# GENERATED FILE.  Regenerate with `python scripts/axis_names.py`; never hand-edit.
# Derived from rom/ae5l600l.bin bytes (stock) on every run.
#
# WHY THIS FILE EXISTS
# --------------------
# The axis-name method that settled the core RAM identities (docs/corrections.md
# item 9) reads an axis's NAME out of definitions/*.xml.  Those XMLs are owned by
# ECUFlash, which rewrites them on save -- repo-side edits are lost and the two
# copies silently diverge, which is why the definition edits in corrections items
# 24, 25 and 26 were all reverted.  So naming this project derives from ROM bytes
# is recorded HERE, in a file the repo owns, and never in the XMLs.
#
# THE GAP THIS CLOSES
# -------------------
# 780 descriptors decoded from ROM bytes reference 997 distinct axis
# addresses.  The definition XMLs name only 160 of them.  Every unnamed axis is
# a lost vote for the RAM->axis method, and roughly 60 traced RAM variables reach
# ONLY unnamed axes, so for those the method has nothing to say.
#
# STATUS: EVIDENCE-RANKED, NOT AUTHORITATIVE
# ------------------------------------------
# Definition XML names ALWAYS outrank this file.  Consult it only for axis
# addresses the XMLs do not name.  Read the confidence column before using a row:
#
#   high        Two independent sources agree: a RAM variable whose identity is
#               SETTLED in docs/corrections.md is traced being passed as this
#               axis's lookup input, AND the breakpoint envelope agrees with that
#               quantity.  Reason from these, including about identity.
#   medium      One source only -- either a settled feeder with an envelope that is
#               merely compatible, or an envelope signature with no feeder at all.
#               Usable as a hypothesis; do NOT settle a RAM identity from it.
#   low         Weak/suggestive only.
#   unresolved  No usable signal, or the feeder and the envelope CONTRADICT each
#               other.  Deliberately left unnamed.  A wrong rename is worse than an
#               honest gap.
#
# WHAT COUNTS AS A SETTLED FEEDER
# -------------------------------
# Only the RAM identities proved from ROM bytes in docs/corrections.md items 8-13
# and 22.  Identities held back as medium in item 23 (0xFFFF4150, 0xFFFF6634,
# 0xFFFF89C8, 0xFFFF63C0, 0xFFFF63C4, 0xFFFF63CC, 0xFFFF5FFC, 0xFFFFA198) never
# promote a row above medium; they are reported in the evidence column so the
# reverse inference (name the axis -> settle the RAM var) stays visible.
#
# KNOWN LIMITS
# ------------
#  * The D3 feed trace in scripts/coverage_map.py is a LINEAR sweep, not
#    control-flow aware.  An FR tag can survive a basic-block boundary and be
#    attributed to the wrong lookup.  That is why a feeder that contradicts the
#    envelope demotes a row to `unresolved` instead of overriding the envelope.
#  * Envelope bands were measured from the definition-NAMED axis population of this
#    ROM, not assumed: rpm 55 axes -50..10000; load 29 axes 0.2..3; intake temp 11
#    axes -40..120; coolant 4 axes -30..70; pressure 12 axes -1000..1000; throttle
#    5 axes 0..100; airflow 3 axes 0.9..290; voltage 1 axis 8..16.
#  * `temperature` means coolant-or-intake: the two are indistinguishable on
#    envelope alone (both run -40..110 in this ROM) and are only separated by a
#    settled feeder.  It is NOT a token scripts/coverage_map.py's quantity_of()
#    emits; treat it as matching either.
#  * Breakpoints are read as big-endian float32, which is what the descriptor
#    acceptance rule in coverage_map.py already proves for every axis listed.
#
# HOW TO CONSUME THIS FILE
# ------------------------
# Records are the lines that start with `0x`, pipe-delimited, 10 fields:
#
#   1 axis_addr   hex, the descriptor axis pointer
#   2 elements    breakpoint count (max, where descriptors share a prefix)
#   3 min         first/min breakpoint value, raw
#   4 max         last/max breakpoint value, raw
#   5 name        PROPOSED axis name, in definition-XML vocabulary, or `-`
#   6 quantity    token, aligned with coverage_map.quantity_of() output, or `-`
#   7 confidence  high | medium | low | unresolved
#   8 descriptors comma-separated `descriptor_addr:slot` (slot 0 = FR4 input)
#   9 feeders     comma-separated RAM addresses traced feeding this axis
#  10 evidence    prose; `;`-separated clauses
#
# Fields never contain `|`.  Parse with `line.split('|')` and strip.
#
# INTEGRATION POINT for scripts/coverage_map.py
# ---------------------------------------------
# In build(), the axis naming maps are assembled at the block beginning
# `axis_names = defaultdict(set)` / `_axis_q_votes` (search for
# `# ---- axis address -> definition-given name(s) ----`).  After that loop over
# d.tables completes, merge this file for addresses NOT already present:
#
#     for r in read_axis_names():                  # confidence in ('high',)
#         if r.addr not in axis_names:             # XML always wins
#             axis_names[r.addr].add('(supplement) ' + r.name)
#             axis_q.setdefault(r.addr, r.quantity)
#
# Gate on confidence == 'high' for the contradiction tests (b) and (c); `medium`
# may be surfaced in evidence text but must not flag a CONFLICT on its own.
# The AXIS_QUANTITY_ENVELOPE table built just below that block should be extended
# from `high` rows only.
#
# ------------------------------------------------------------------------------
# SUMMARY: 865 unnamed descriptor axes; 152 high, 205 medium, 0 low, 508 unresolved.
# 160 of 997 axis addresses are named by the definition XMLs.
#
# axis_addr | elem | min | max | name | quantity | conf | descriptors | feeders | evidence

# ==== HIGH (152) ========================================
0xC0294 | 16 | 0 | 120 | Vehicle Speed | vehicle_speed | high | 0xAA760:0 | 0xFFFF65FC | settled RAM feeder 0xFFFF65FC (Vehicle Speed, corrections item 8 / 9) is passed as this axis's lookup input at 2 call site(s); envelope 0..120 AGREES with vehicle_speed
0xC37A8 | 16 | -40 | 110 | Intake Temperature | intake_air_temp | high | 0xAAEE0:0 | 0xFFFF6364 | settled RAM feeder 0xFFFF6364 (Intake Temperature, corrections item 12) is passed as this axis's lookup input at 1 call site(s); envelope -40..110 AGREES with intake_air_temp
0xC38B8 | 4 | 0 | 100 | Vehicle Speed | vehicle_speed | high | 0xAAF1C:0 | 0xFFFF65FC | settled RAM feeder 0xFFFF65FC (Vehicle Speed, corrections item 8 / 9) is passed as this axis's lookup input at 1 call site(s); envelope 0..100 AGREES with vehicle_speed
0xC3A14 | 15 | 800 | 6400 | Engine Speed | rpm | high | 0xAAF84:0 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 800..6400 AGREES with rpm
0xC3ACC | 7 | 1000 | 7000 | Engine Speed | rpm | high | 0xAAFB8:0 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 1000..7000 AGREES with rpm
0xC3B04 | 7 | 1000 | 7000 | Engine Speed | rpm | high | 0xAAFC4:0 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 1000..7000 AGREES with rpm
0xC3DD8 | 15 | 800 | 6400 | Engine Speed | rpm | high | 0xAB03C:0 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 800..6400 AGREES with rpm
0xC3E14 | 31 | 10.58 | 83.9 | Throttle Plate Opening Angle | throttle | high | 0xAB03C:1 | 0xFFFF62DC | settled RAM feeder 0xFFFF62DC (Throttle Plate Opening Angle, corrections item 13) is passed as this axis's lookup input at 1 call site(s); envelope 10.58..83.9 AGREES with throttle
0xC4064 | 9 | 800 | 4000 | Engine Speed | rpm | high | 0xAB058:0 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 800..4000 AGREES with rpm
0xC4194 | 5 | -20 | 60 | Intake Temperature | intake_air_temp | high | 0xAB088:1 | 0xFFFF6364 | settled RAM feeder 0xFFFF6364 (Intake Temperature, corrections item 12) is passed as this axis's lookup input at 1 call site(s); envelope -20..60 AGREES with intake_air_temp
0xC4298 | 8 | 192 | 416 | Manifold Pressure | pressure | high | 0xAB140:0 | 0xFFFF620C | settled RAM feeder 0xFFFF620C (Manifold Pressure, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 192..416 AGREES with pressure
0xC439C | 6 | 400 | 900 | Atmospheric Pressure | pressure | high | 0xAB1B8:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 400..900 AGREES with pressure
0xC4444 | 10 | 200 | 1100 | Atmospheric Pressure | pressure | high | 0xAB230:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 200..1100 AGREES with pressure
0xC4480 | 10 | 200 | 1100 | Atmospheric Pressure | pressure | high | 0xAB244:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 200..1100 AGREES with pressure
0xC44BC | 10 | 200 | 1100 | Atmospheric Pressure | pressure | high | 0xAB258:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 200..1100 AGREES with pressure
0xC5E9C | 7 | 500 | 800 | Atmospheric Pressure | pressure | high | 0xAB444:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 500..800 AGREES with pressure
0xC604C | 10 | 800 | 4400 | Engine Speed | rpm | high | 0xAB558:0 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 2 call site(s); envelope 800..4400 AGREES with rpm
0xC6208 | 11 | -40 | 60 | Coolant Temperature | coolant | high | 0xAB660:0 | 0xFFFF6350 | settled RAM feeder 0xFFFF6350 (Coolant Temperature, corrections item 12 (side by side with 6364)) is passed as this axis's lookup input at 1 call site(s); envelope -40..60 AGREES with coolant
0xC62B8 | 11 | -40 | 60 | Coolant Temperature | coolant | high | 0xAB69C:0 | 0xFFFF6350 | settled RAM feeder 0xFFFF6350 (Coolant Temperature, corrections item 12 (side by side with 6364)) is passed as this axis's lookup input at 1 call site(s); envelope -40..60 AGREES with coolant
0xC6420 | 4 | -30 | 60 | Intake Temperature | intake_air_temp | high | 0xAB76C:0 | 0xFFFF6364 | settled RAM feeder 0xFFFF6364 (Intake Temperature, corrections item 12) is passed as this axis's lookup input at 1 call site(s); envelope -30..60 AGREES with intake_air_temp
0xC69B0 | 10 | 750 | 5000 | Engine Speed | rpm | high | 0xAB880:0 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 750..5000 AGREES with rpm
0xC6F50 | 13 | 700 | 6500 | Engine Speed | rpm | high | 0xAB97C:0 | 0xFFFF6624,0xFFFFA198 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 3 call site(s); envelope 700..6500 AGREES with rpm; fed by 0xFFFFA198 x1 -- UNRESOLVED (item 23): 36 hits, all RPM-shaped, zero named
0xC6FB8 | 16 | -40 | 110 | Coolant Temperature | coolant | high | 0xAB988:0 | 0xFFFF6350 | settled RAM feeder 0xFFFF6350 (Coolant Temperature, corrections item 12 (side by side with 6364)) is passed as this axis's lookup input at 1 call site(s); envelope -40..110 AGREES with coolant
0xC7138 | 16 | -40 | 110 | Coolant Temperature | coolant | high | 0xAB9AC:0 | 0xFFFF6350 | settled RAM feeder 0xFFFF6350 (Coolant Temperature, corrections item 12 (side by side with 6364)) is passed as this axis's lookup input at 1 call site(s); envelope -40..110 AGREES with coolant
0xC7238 | 16 | -40 | 110 | Coolant Temperature | coolant | high | 0xAB9C4:0 | 0xFFFF6350 | settled RAM feeder 0xFFFF6350 (Coolant Temperature, corrections item 12 (side by side with 6364)) is passed as this axis's lookup input at 1 call site(s); envelope -40..110 AGREES with coolant
0xC7508 | 13 | 0 | 120 | Vehicle Speed | vehicle_speed | high | 0xABA54:0 | 0xFFFF65FC | settled RAM feeder 0xFFFF65FC (Vehicle Speed, corrections item 8 / 9) is passed as this axis's lookup input at 1 call site(s); envelope 0..120 AGREES with vehicle_speed
0xC7968 | 4 | 0.1 | 1 | Engine Load | load | high | 0xABB68:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.1..1 AGREES with load
0xC7A90 | 8 | 0 | 300 | Vehicle Speed | vehicle_speed | high | 0xABBBC:0 | 0xFFFF65FC | settled RAM feeder 0xFFFF65FC (Vehicle Speed, corrections item 8 / 9) is passed as this axis's lookup input at 1 call site(s); envelope 0..300 AGREES with vehicle_speed
0xC7B0C | 10 | 0.2 | 2 | Engine Load | load | high | 0xABC1C:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2 AGREES with load
0xC7E78 | 7 | 0.2 | 2.0819 | Engine Load | load | high | 0xABDF0:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2.082 AGREES with load
0xC7F90 | 7 | 0.2 | 2.0819 | Engine Load | load | high | 0xABE0C:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2.082 AGREES with load
0xC81C0 | 7 | 0.2 | 2.0819 | Engine Load | load | high | 0xABE44:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2.082 AGREES with load
0xC82D8 | 7 | 0.2 | 2.0819 | Engine Load | load | high | 0xABE60:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2.082 AGREES with load
0xC83F0 | 7 | 500 | 752 | Atmospheric Pressure | pressure | high | 0xABE7C:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 500..752 AGREES with pressure
0xC8508 | 7 | 500 | 752 | Atmospheric Pressure | pressure | high | 0xABE98:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 500..752 AGREES with pressure
0xC8620 | 3 | 1000 | 4000 | Engine Speed | rpm | high | 0xABEB4:0 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 1000..4000 AGREES with rpm
0xC862C | 2 | 0.2 | 1 | Engine Load | load | high | 0xABEB4:1 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..1 AGREES with load
0xC8A54 | 11 | -40 | 60 | Coolant Temperature | coolant | high | 0xABF70:0 | 0xFFFF6350 | settled RAM feeder 0xFFFF6350 (Coolant Temperature, corrections item 12 (side by side with 6364)) is passed as this axis's lookup input at 1 call site(s); envelope -40..60 AGREES with coolant
0xC8A9C | 5 | 100 | 560 | Atmospheric Pressure | pressure | high | 0xABF8C:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 100..560 AGREES with pressure
0xC8ADC | 5 | 100 | 560 | Atmospheric Pressure | pressure | high | 0xABFA8:0 | 0xFFFF6898 | settled RAM feeder 0xFFFF6898 (Atmospheric Pressure, corrections item 11) is passed as this axis's lookup input at 1 call site(s); envelope 100..560 AGREES with pressure
0xC8B3C | 8 | 0 | 56 | Vehicle Speed | vehicle_speed | high | 0xABFD8:0 | 0xFFFF65FC | settled RAM feeder 0xFFFF65FC (Vehicle Speed, corrections item 8 / 9) is passed as this axis's lookup input at 1 call site(s); envelope 0..56 AGREES with vehicle_speed
0xCA0D8 | 18 | 0.2 | 2.0819 | Engine Load | load | high | 0xAC0DC:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2.082 AGREES with load
0xCA548 | 18 | 0.2 | 2.0819 | Engine Load | load | high | 0xAC0F0:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2.082 AGREES with load
0xCA7A4 | 18 | 0.2 | 2.0819 | Engine Load | load | high | 0xAC104:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2.082 AGREES with load
0xCA7EC | 16 | 700 | 6700 | Engine Speed | rpm | high | 0xAC104:1 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 700..6700 AGREES with rpm
0xCACB4 | 12 | 750 | 5000 | Engine Speed | rpm | high | 0xAC118:1 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 750..5000 AGREES with rpm
0xCAD44 | 18 | 0.2 | 2.0819 | Engine Load | load | high | 0xAC12C:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0.2..2.082 AGREES with load
0xCAD8C | 14 | 700 | 6700 | Engine Speed | rpm | high | 0xAC12C:1 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 700..6700 AGREES with rpm
0xCB5FC | 9 | 0 | 1.6 | Engine Load | load | high | 0xAC1B8:0 | 0xFFFF63F8 | settled RAM feeder 0xFFFF63F8 (Engine Load, corrections item 9) is passed as this axis's lookup input at 1 call site(s); envelope 0..1.6 AGREES with load
0xCB620 | 9 | 0 | 4500 | Engine Speed | rpm | high | 0xAC1B8:1 | 0xFFFF6624 | settled RAM feeder 0xFFFF6624 (Engine Speed, corrections item 9 / 24) is passed as this axis's lookup input at 1 call site(s); envelope 0..4500 AGREES with rpm
